clueGiverID,wordpair,Level,clueFinal,budget,behavioral_clue_list,len_cluelist_behavioral,len_cluelist_union,union_common,len_union_common,finalclue_index_union,len_cluelist_intersection,intersection_common,len_intersection_common,finalclue_index_intersection
455383,birth-hand,Medium,OBGYN,budget=8,"['OBGYN', 'newborn', 'delivery']",3,3801,"['newborn', 'delivery']",2,-1,24,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=16,"['OBGYN', 'newborn', 'delivery']",3,5886,"['newborn', 'delivery']",2,-1,100,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=32,"['OBGYN', 'newborn', 'delivery']",3,7863,"['newborn', 'delivery']",2,-1,249,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=64,"['OBGYN', 'newborn', 'delivery']",3,9524,"['newborn', 'delivery']",2,-1,597,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=128,"['OBGYN', 'newborn', 'delivery']",3,10775,"['newborn', 'delivery']",2,-1,1230,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=256,"['OBGYN', 'newborn', 'delivery']",3,11519,"['newborn', 'delivery']",2,-1,2241,['newborn'],1,-1
455383,birth-hand,Medium,OBGYN,budget=512,"['OBGYN', 'newborn', 'delivery']",3,11889,"['newborn', 'delivery']",2,-1,3782,['newborn'],1,-1
455383,bone-garage,Hard,car,budget=2,"['dog', 'car', 'skeleton']",3,183,"['car', 'dog', 'skeleton']",3,2,0,[],0,-1
455383,bone-garage,Hard,car,budget=4,"['dog', 'car', 'skeleton']",3,1787,"['car', 'dog', 'skeleton']",3,2,5,['car'],1,4
455383,bone-garage,Hard,car,budget=8,"['dog', 'car', 'skeleton']",3,3850,"['car', 'dog', 'skeleton']",3,2,25,['car'],1,1
455383,bone-garage,Hard,car,budget=16,"['dog', 'car', 'skeleton']",3,5908,"['car', 'dog', 'skeleton']",3,2,100,['car'],1,1
455383,bone-garage,Hard,car,budget=32,"['dog', 'car', 'skeleton']",3,7801,"['car', 'dog', 'skeleton']",3,2,255,"['car', 'dog']",2,1
455383,bone-garage,Hard,car,budget=64,"['dog', 'car', 'skeleton']",3,9434,"['car', 'dog', 'skeleton']",3,2,621,"['car', 'dog']",2,4
455383,bone-garage,Hard,car,budget=128,"['dog', 'car', 'skeleton']",3,10723,"['car', 'dog', 'skeleton']",3,7,1253,"['car', 'dog']",2,7
455383,bone-garage,Hard,car,budget=256,"['dog', 'car', 'skeleton']",3,11526,"['car', 'dog', 'skeleton']",3,14,2309,"['car', 'dog', 'skeleton']",3,12
455383,bone-garage,Hard,car,budget=512,"['dog', 'car', 'skeleton']",3,11912,"['dog', 'car', 'skeleton']",3,19,3738,"['car', 'dog', 'skeleton']",3,15
455383,boot-crust,Hard,dirty,budget=2,"['dirty', 'bottom', 'shoes']",3,161,"['dirty', 'shoes']",2,102,0,[],0,-1
455383,boot-crust,Hard,dirty,budget=4,"['dirty', 'bottom', 'shoes']",3,1715,"['dirty', 'bottom', 'shoes']",3,122,5,[],0,-1
455383,boot-crust,Hard,dirty,budget=8,"['dirty', 'bottom', 'shoes']",3,3774,"['dirty', 'bottom', 'shoes']",3,123,31,[],0,-1
455383,boot-crust,Hard,dirty,budget=16,"['dirty', 'bottom', 'shoes']",3,5859,"['dirty', 'bottom', 'shoes']",3,152,89,[],0,-1
455383,boot-crust,Hard,dirty,budget=32,"['dirty', 'bottom', 'shoes']",3,7831,"['dirty', 'bottom', 'shoes']",3,167,262,"['bottom', 'shoes']",2,-1
455383,boot-crust,Hard,dirty,budget=64,"['dirty', 'bottom', 'shoes']",3,9554,"['dirty', 'bottom', 'shoes']",3,112,583,"['dirty', 'bottom', 'shoes']",3,266
455383,boot-crust,Hard,dirty,budget=128,"['dirty', 'bottom', 'shoes']",3,10771,"['dirty', 'bottom', 'shoes']",3,119,1283,"['dirty', 'bottom', 'shoes']",3,119
455383,boot-crust,Hard,dirty,budget=256,"['dirty', 'bottom', 'shoes']",3,11538,"['dirty', 'bottom', 'shoes']",3,126,2300,"['dirty', 'bottom', 'shoes']",3,129
455383,boot-crust,Hard,dirty,budget=512,"['dirty', 'bottom', 'shoes']",3,11914,"['dirty', 'bottom', 'shoes']",3,134,3748,"['dirty', 'bottom', 'shoes']",3,140
455383,bowl-sun,Medium,round,budget=2,"['warm', 'round', 'food']",3,184,"['round', 'warm', 'food']",3,9,0,[],0,-1
455383,bowl-sun,Medium,round,budget=4,"['warm', 'round', 'food']",3,1669,"['round', 'food', 'warm']",3,10,5,"['food', 'warm']",2,-1
455383,bowl-sun,Medium,round,budget=8,"['warm', 'round', 'food']",3,3739,"['round', 'food', 'warm']",3,11,33,"['round', 'food', 'warm']",3,26
455383,bowl-sun,Medium,round,budget=16,"['warm', 'round', 'food']",3,5827,"['round', 'food', 'warm']",3,20,89,"['round', 'food', 'warm']",3,9
455383,bowl-sun,Medium,round,budget=32,"['warm', 'round', 'food']",3,7796,"['round', 'food', 'warm']",3,28,251,"['round', 'food', 'warm']",3,16
455383,bowl-sun,Medium,round,budget=64,"['warm', 'round', 'food']",3,9448,"['round', 'food', 'warm']",3,50,614,"['round', 'food', 'warm']",3,38
455383,bowl-sun,Medium,round,budget=128,"['warm', 'round', 'food']",3,10751,"['round', 'food', 'warm']",3,73,1238,"['round', 'food', 'warm']",3,71
455383,bowl-sun,Medium,round,budget=256,"['warm', 'round', 'food']",3,11538,"['round', 'food', 'warm']",3,83,2258,"['round', 'food', 'warm']",3,76
455383,bowl-sun,Medium,round,budget=512,"['warm', 'round', 'food']",3,11895,"['round', 'food', 'warm']",3,84,3724,"['round', 'food', 'warm']",3,84
455383,cage-glass,Medium,oppression,budget=2,"['oppression', 'ceiling', 'locked']",3,161,"['locked', 'ceiling']",2,-1,0,[],0,-1
455383,cage-glass,Medium,oppression,budget=4,"['oppression', 'ceiling', 'locked']",3,1748,"['locked', 'ceiling']",2,-1,2,[],0,-1
455383,cage-glass,Medium,oppression,budget=8,"['oppression', 'ceiling', 'locked']",3,3835,"['locked', 'ceiling']",2,-1,26,[],0,-1
455383,cage-glass,Medium,oppression,budget=16,"['oppression', 'ceiling', 'locked']",3,5943,"['locked', 'ceiling']",2,-1,101,[],0,-1
455383,cage-glass,Medium,oppression,budget=32,"['oppression', 'ceiling', 'locked']",3,7873,"['locked', 'ceiling', 'oppression']",3,7525,275,[],0,-1
455383,cage-glass,Medium,oppression,budget=64,"['oppression', 'ceiling', 'locked']",3,9559,"['locked', 'ceiling', 'oppression']",3,4617,644,[],0,-1
455383,cage-glass,Medium,oppression,budget=128,"['oppression', 'ceiling', 'locked']",3,10743,"['locked', 'ceiling', 'oppression']",3,6156,1321,[],0,-1
455383,cage-glass,Medium,oppression,budget=256,"['oppression', 'ceiling', 'locked']",3,11530,"['locked', 'ceiling', 'oppression']",3,5652,2341,[],0,-1
455383,cage-glass,Medium,oppression,budget=512,"['oppression', 'ceiling', 'locked']",3,11901,"['locked', 'ceiling', 'oppression']",3,5171,3744,['locked'],1,-1
455383,candle-wick,Easy,ignite,budget=2,"['ignite', 'match', 'burn']",3,119,"['match', 'ignite', 'burn']",3,88,8,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=4,"['ignite', 'match', 'burn']",3,1436,"['match', 'ignite', 'burn']",3,202,18,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=8,"['ignite', 'match', 'burn']",3,3547,"['match', 'ignite', 'burn']",3,393,42,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=16,"['ignite', 'match', 'burn']",3,5830,"['match', 'ignite', 'burn']",3,987,93,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=32,"['ignite', 'match', 'burn']",3,7895,"['match', 'ignite', 'burn']",3,2020,264,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=64,"['ignite', 'match', 'burn']",3,9632,"['match', 'ignite', 'burn']",3,2554,607,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=128,"['ignite', 'match', 'burn']",3,10849,"['match', 'ignite', 'burn']",3,3988,1243,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=256,"['ignite', 'match', 'burn']",3,11549,"['match', 'ignite', 'burn']",3,4355,2276,"['match', 'burn']",2,-1
455383,candle-wick,Easy,ignite,budget=512,"['ignite', 'match', 'burn']",3,11923,"['match', 'ignite', 'burn']",3,4492,3770,"['match', 'burn']",2,-1
455383,cave-knight,Hard,medieval,budget=2,"['medieval', 'dark', 'men']",3,162,"['medieval', 'men', 'dark']",3,82,1,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=4,"['medieval', 'dark', 'men']",3,1795,"['medieval', 'men', 'dark']",3,102,7,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=8,"['medieval', 'dark', 'men']",3,3861,"['medieval', 'men', 'dark']",3,264,27,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=16,"['medieval', 'dark', 'men']",3,5909,"['medieval', 'men', 'dark']",3,694,102,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=32,"['medieval', 'dark', 'men']",3,7934,"['medieval', 'men', 'dark']",3,1307,260,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=64,"['medieval', 'dark', 'men']",3,9571,"['medieval', 'men', 'dark']",3,2450,624,"['men', 'dark']",2,-1
455383,cave-knight,Hard,medieval,budget=128,"['medieval', 'dark', 'men']",3,10816,"['medieval', 'men', 'dark']",3,3803,1257,"['men', 'dark']",2,-1
455383,cave-knight,Hard,medieval,budget=256,"['medieval', 'dark', 'men']",3,11546,"['medieval', 'men', 'dark']",3,5155,2301,"['men', 'dark']",2,-1
455383,cave-knight,Hard,medieval,budget=512,"['medieval', 'dark', 'men']",3,11911,"['medieval', 'men', 'dark']",3,6192,3736,"['men', 'dark']",2,-1
455383,chair-table,Easy,furniture,budget=2,"['furniture', 'comfortable', 'dining']",3,161,"['comfortable', 'furniture', 'dining']",3,15,5,[],0,-1
455383,chair-table,Easy,furniture,budget=4,"['furniture', 'comfortable', 'dining']",3,1628,"['comfortable', 'furniture', 'dining']",3,16,15,[],0,-1
455383,chair-table,Easy,furniture,budget=8,"['furniture', 'comfortable', 'dining']",3,3697,"['comfortable', 'furniture', 'dining']",3,25,36,[],0,-1
455383,chair-table,Easy,furniture,budget=16,"['furniture', 'comfortable', 'dining']",3,5882,"['comfortable', 'furniture', 'dining']",3,79,105,[],0,-1
455383,chair-table,Easy,furniture,budget=32,"['furniture', 'comfortable', 'dining']",3,7880,"['comfortable', 'furniture', 'dining']",3,166,288,['comfortable'],1,-1
455383,chair-table,Easy,furniture,budget=64,"['furniture', 'comfortable', 'dining']",3,9565,"['comfortable', 'furniture', 'dining']",3,418,646,['comfortable'],1,-1
455383,chair-table,Easy,furniture,budget=128,"['furniture', 'comfortable', 'dining']",3,10787,"['comfortable', 'furniture', 'dining']",3,606,1269,"['comfortable', 'furniture']",2,1041
455383,chair-table,Easy,furniture,budget=256,"['furniture', 'comfortable', 'dining']",3,11509,"['comfortable', 'furniture', 'dining']",3,814,2295,"['comfortable', 'furniture', 'dining']",3,1979
455383,chair-table,Easy,furniture,budget=512,"['furniture', 'comfortable', 'dining']",3,11907,"['comfortable', 'furniture', 'dining']",3,987,3722,"['comfortable', 'furniture', 'dining']",3,1427
455383,chapel-feet,Medium,catholic,budget=2,"['church', 'shoes', 'hurt']",3,169,"['shoes', 'church']",2,41,0,[],0,-1
455383,chapel-feet,Medium,catholic,budget=4,"['church', 'shoes', 'hurt']",3,1694,"['shoes', 'hurt', 'church']",3,29,7,[],0,-1
455383,chapel-feet,Medium,catholic,budget=8,"['church', 'shoes', 'hurt']",3,3754,"['shoes', 'hurt', 'church']",3,45,28,['church'],1,-1
455383,chapel-feet,Medium,catholic,budget=16,"['church', 'shoes', 'hurt']",3,5858,"['shoes', 'hurt', 'church']",3,118,98,"['shoes', 'hurt', 'church']",3,-1
455383,chapel-feet,Medium,catholic,budget=32,"['church', 'shoes', 'hurt']",3,7823,"['shoes', 'hurt', 'church']",3,347,260,"['shoes', 'hurt', 'church']",3,-1
455383,chapel-feet,Medium,catholic,budget=64,"['church', 'shoes', 'hurt']",3,9568,"['shoes', 'hurt', 'church']",3,774,607,"['shoes', 'hurt', 'church']",3,-1
455383,chapel-feet,Medium,catholic,budget=128,"['church', 'shoes', 'hurt']",3,10813,"['shoes', 'hurt', 'church']",3,1113,1245,"['shoes', 'hurt', 'church']",3,-1
455383,chapel-feet,Medium,catholic,budget=256,"['church', 'shoes', 'hurt']",3,11542,"['shoes', 'hurt', 'church']",3,1338,2252,"['shoes', 'hurt', 'church']",3,-1
455383,chapel-feet,Medium,catholic,budget=512,"['church', 'shoes', 'hurt']",3,11903,"['shoes', 'hurt', 'church']",3,1522,3745,"['shoes', 'hurt', 'church']",3,2083
455383,east-short,Hard,compass,budget=2,"['small', 'compass', 'cardinal']",3,152,"['compass', 'small']",2,28,0,[],0,-1
455383,east-short,Hard,compass,budget=4,"['small', 'compass', 'cardinal']",3,1567,"['cardinal', 'compass', 'small']",3,28,3,['small'],1,-1
455383,east-short,Hard,compass,budget=8,"['small', 'compass', 'cardinal']",3,3596,"['cardinal', 'compass', 'small']",3,42,23,['small'],1,-1
455383,east-short,Hard,compass,budget=16,"['small', 'compass', 'cardinal']",3,5802,"['cardinal', 'compass', 'small']",3,116,86,['small'],1,-1
455383,east-short,Hard,compass,budget=32,"['small', 'compass', 'cardinal']",3,7809,"['cardinal', 'compass', 'small']",3,329,266,['small'],1,-1
455383,east-short,Hard,compass,budget=64,"['small', 'compass', 'cardinal']",3,9531,"['cardinal', 'compass', 'small']",3,738,627,['small'],1,-1
455383,east-short,Hard,compass,budget=128,"['small', 'compass', 'cardinal']",3,10731,"['cardinal', 'compass', 'small']",3,1112,1286,"['compass', 'small']",2,822
455383,east-short,Hard,compass,budget=256,"['small', 'compass', 'cardinal']",3,11487,"['cardinal', 'compass', 'small']",3,1771,2284,"['compass', 'small']",2,1611
455383,east-short,Hard,compass,budget=512,"['small', 'compass', 'cardinal']",3,11893,"['cardinal', 'compass', 'small']",3,2121,3744,"['compass', 'small']",2,2249
455383,elm-rock,Medium,nature,budget=2,"['earth', 'nature', 'geology']",3,158,"['earth', 'nature', 'geology']",3,40,0,[],0,-1
455383,elm-rock,Medium,nature,budget=4,"['earth', 'nature', 'geology']",3,1649,"['earth', 'nature', 'geology']",3,48,10,[],0,-1
