clueGiverID,wordpair,Level,clueFinal,budget,behavioral_clue_list,len_cluelist_behavioral,len_cluelist_union,union_common,len_union_common,finalclue_index_union,len_cluelist_intersection,intersection_common,len_intersection_common,finalclue_index_intersection
454955,glow-quick,Medium,firefly,budget=2,"['candle', 'firefly', 'stick']",3,183,"['stick', 'candle', 'firefly']",3,28,1,['candle'],1,-1
454955,glow-quick,Medium,firefly,budget=4,"['candle', 'firefly', 'stick']",3,1675,"['stick', 'candle', 'firefly']",3,50,11,['candle'],1,-1
454955,glow-quick,Medium,firefly,budget=8,"['candle', 'firefly', 'stick']",3,3707,"['stick', 'candle', 'firefly']",3,124,34,['candle'],1,-1
454955,glow-quick,Medium,firefly,budget=16,"['candle', 'firefly', 'stick']",3,5798,"['stick', 'candle', 'firefly']",3,349,90,['candle'],1,-1
454955,glow-quick,Medium,firefly,budget=32,"['candle', 'firefly', 'stick']",3,7857,"['stick', 'candle', 'firefly']",3,851,268,"['stick', 'candle']",2,-1
454955,glow-quick,Medium,firefly,budget=64,"['candle', 'firefly', 'stick']",3,9519,"['stick', 'candle', 'firefly']",3,1691,617,"['stick', 'candle']",2,-1
454955,glow-quick,Medium,firefly,budget=128,"['candle', 'firefly', 'stick']",3,10774,"['stick', 'candle', 'firefly']",3,2811,1244,"['stick', 'candle']",2,-1
454955,glow-quick,Medium,firefly,budget=256,"['candle', 'firefly', 'stick']",3,11568,"['stick', 'candle', 'firefly']",3,4451,2260,"['stick', 'candle']",2,-1
454955,glow-quick,Medium,firefly,budget=512,"['candle', 'firefly', 'stick']",3,11943,"['stick', 'candle', 'firefly']",3,6002,3711,"['stick', 'candle', 'firefly']",3,3154
454955,gold-silver,Easy,jewelry,budget=2,"['jewelry', 'metal', 'expensive']",3,152,"['metal', 'jewelry', 'expensive']",3,2,6,"['jewelry', 'expensive']",2,2
454955,gold-silver,Easy,jewelry,budget=4,"['jewelry', 'metal', 'expensive']",3,1513,"['metal', 'jewelry', 'expensive']",3,3,15,"['jewelry', 'expensive']",2,3
454955,gold-silver,Easy,jewelry,budget=8,"['jewelry', 'metal', 'expensive']",3,3630,"['metal', 'jewelry', 'expensive']",3,4,32,"['jewelry', 'expensive']",2,3
454955,gold-silver,Easy,jewelry,budget=16,"['jewelry', 'metal', 'expensive']",3,5791,"['metal', 'jewelry', 'expensive']",3,3,89,"['jewelry', 'expensive']",2,3
454955,gold-silver,Easy,jewelry,budget=32,"['jewelry', 'metal', 'expensive']",3,7822,"['metal', 'jewelry', 'expensive']",3,9,271,"['metal', 'jewelry', 'expensive']",3,7
454955,gold-silver,Easy,jewelry,budget=64,"['jewelry', 'metal', 'expensive']",3,9513,"['metal', 'jewelry', 'expensive']",3,48,636,"['metal', 'jewelry', 'expensive']",3,42
454955,gold-silver,Easy,jewelry,budget=128,"['jewelry', 'metal', 'expensive']",3,10780,"['metal', 'jewelry', 'expensive']",3,118,1269,"['metal', 'jewelry', 'expensive']",3,122
454955,gold-silver,Easy,jewelry,budget=256,"['jewelry', 'metal', 'expensive']",3,11537,"['metal', 'jewelry', 'expensive']",3,285,2242,"['metal', 'jewelry', 'expensive']",3,283
454955,gold-silver,Easy,jewelry,budget=512,"['jewelry', 'metal', 'expensive']",3,11904,"['metal', 'jewelry', 'expensive']",3,481,3716,"['metal', 'jewelry', 'expensive']",3,506
454955,oak-tree,Easy,forest,budget=2,"['bark', 'forest', 'wood']",3,153,"['bark', 'wood', 'forest']",3,8,6,['wood'],1,-1
454955,oak-tree,Easy,forest,budget=4,"['bark', 'forest', 'wood']",3,1464,"['bark', 'wood', 'forest']",3,7,20,"['bark', 'wood', 'forest']",3,6
454955,oak-tree,Easy,forest,budget=8,"['bark', 'forest', 'wood']",3,3559,"['bark', 'wood', 'forest']",3,7,41,"['bark', 'wood', 'forest']",3,7
454955,oak-tree,Easy,forest,budget=16,"['bark', 'forest', 'wood']",3,5740,"['bark', 'wood', 'forest']",3,9,110,"['bark', 'wood', 'forest']",3,13
454955,oak-tree,Easy,forest,budget=32,"['bark', 'forest', 'wood']",3,7807,"['bark', 'wood', 'forest']",3,29,277,"['bark', 'wood', 'forest']",3,42
454955,oak-tree,Easy,forest,budget=64,"['bark', 'forest', 'wood']",3,9601,"['bark', 'wood', 'forest']",3,76,608,"['bark', 'wood', 'forest']",3,69
454955,oak-tree,Easy,forest,budget=128,"['bark', 'forest', 'wood']",3,10805,"['bark', 'wood', 'forest']",3,141,1233,"['bark', 'wood', 'forest']",3,144
454955,oak-tree,Easy,forest,budget=256,"['bark', 'forest', 'wood']",3,11527,"['bark', 'wood', 'forest']",3,209,2261,"['bark', 'wood', 'forest']",3,214
454955,oak-tree,Easy,forest,budget=512,"['bark', 'forest', 'wood']",3,11885,"['bark', 'wood', 'forest']",3,269,3719,"['bark', 'wood', 'forest']",3,327
455383,ankle-travel,Hard,runner,budget=2,"['run', 'dance', 'body']",3,188,"['body', 'run']",2,-1,0,[],0,-1
455383,ankle-travel,Hard,runner,budget=4,"['run', 'dance', 'body']",3,1737,"['body', 'dance', 'run']",3,392,6,[],0,-1
455383,ankle-travel,Hard,runner,budget=8,"['run', 'dance', 'body']",3,3788,"['body', 'dance', 'run']",3,603,24,[],0,-1
455383,ankle-travel,Hard,runner,budget=16,"['run', 'dance', 'body']",3,5940,"['body', 'dance', 'run']",3,957,87,[],0,-1
455383,ankle-travel,Hard,runner,budget=32,"['run', 'dance', 'body']",3,7910,"['body', 'dance', 'run']",3,1639,262,"['body', 'run']",2,-1
455383,ankle-travel,Hard,runner,budget=64,"['run', 'dance', 'body']",3,9547,"['body', 'dance', 'run']",3,1646,628,"['body', 'dance', 'run']",3,-1
455383,ankle-travel,Hard,runner,budget=128,"['run', 'dance', 'body']",3,10745,"['body', 'dance', 'run']",3,1618,1257,"['body', 'dance', 'run']",3,-1
455383,ankle-travel,Hard,runner,budget=256,"['run', 'dance', 'body']",3,11514,"['body', 'dance', 'run']",3,1943,2262,"['body', 'dance', 'run']",3,-1
455383,ankle-travel,Hard,runner,budget=512,"['run', 'dance', 'body']",3,11907,"['body', 'dance', 'run']",3,2092,3712,"['body', 'dance', 'run']",3,-1
455383,army-drum,Medium,marching,budget=2,"['rhythm', 'marching', 'band']",3,184,"['band', 'rhythm']",2,-1,1,[],0,-1
455383,army-drum,Medium,marching,budget=4,"['rhythm', 'marching', 'band']",3,1796,"['band', 'marching', 'rhythm']",3,243,7,[],0,-1
455383,army-drum,Medium,marching,budget=8,"['rhythm', 'marching', 'band']",3,3814,"['band', 'marching', 'rhythm']",3,496,31,[],0,-1
455383,army-drum,Medium,marching,budget=16,"['rhythm', 'marching', 'band']",3,5896,"['band', 'marching', 'rhythm']",3,1193,106,[],0,-1
455383,army-drum,Medium,marching,budget=32,"['rhythm', 'marching', 'band']",3,7795,"['band', 'marching', 'rhythm']",3,2253,274,['rhythm'],1,-1
455383,army-drum,Medium,marching,budget=64,"['rhythm', 'marching', 'band']",3,9528,"['band', 'marching', 'rhythm']",3,3331,643,"['band', 'rhythm']",2,-1
455383,army-drum,Medium,marching,budget=128,"['rhythm', 'marching', 'band']",3,10783,"['band', 'marching', 'rhythm']",3,3313,1269,"['band', 'rhythm']",2,-1
455383,army-drum,Medium,marching,budget=256,"['rhythm', 'marching', 'band']",3,11550,"['band', 'marching', 'rhythm']",3,4883,2306,"['band', 'rhythm']",2,-1
455383,army-drum,Medium,marching,budget=512,"['rhythm', 'marching', 'band']",3,11910,"['band', 'marching', 'rhythm']",3,5668,3721,"['band', 'rhythm']",2,-1
455383,ash-snake,Hard,reptile,budget=2,"['fried', 'reptile', 'dusty']",3,181,"['dusty', 'reptile']",2,6,0,[],0,-1
455383,ash-snake,Hard,reptile,budget=4,"['fried', 'reptile', 'dusty']",3,1739,"['dusty', 'reptile']",2,5,7,[],0,-1
455383,ash-snake,Hard,reptile,budget=8,"['fried', 'reptile', 'dusty']",3,3867,"['dusty', 'reptile']",2,6,30,[],0,-1
455383,ash-snake,Hard,reptile,budget=16,"['fried', 'reptile', 'dusty']",3,5971,"['fried', 'dusty', 'reptile']",3,15,99,[],0,-1
455383,ash-snake,Hard,reptile,budget=32,"['fried', 'reptile', 'dusty']",3,7874,"['fried', 'dusty', 'reptile']",3,58,267,[],0,-1
455383,ash-snake,Hard,reptile,budget=64,"['fried', 'reptile', 'dusty']",3,9544,"['fried', 'dusty', 'reptile']",3,170,639,[],0,-1
455383,ash-snake,Hard,reptile,budget=128,"['fried', 'reptile', 'dusty']",3,10800,"['fried', 'dusty', 'reptile']",3,445,1314,[],0,-1
455383,ash-snake,Hard,reptile,budget=256,"['fried', 'reptile', 'dusty']",3,11546,"['fried', 'dusty', 'reptile']",3,877,2321,[],0,-1
455383,ash-snake,Hard,reptile,budget=512,"['fried', 'reptile', 'dusty']",3,11887,"['fried', 'dusty', 'reptile']",3,1453,3780,"['dusty', 'reptile']",2,2064
455383,bet-dream,Medium,goal,budget=2,"['goal', 'achieve', 'accomplishment']",3,196,['goal'],1,66,0,[],0,-1
455383,bet-dream,Medium,goal,budget=4,"['goal', 'achieve', 'accomplishment']",3,1755,['goal'],1,52,5,[],0,-1
455383,bet-dream,Medium,goal,budget=8,"['goal', 'achieve', 'accomplishment']",3,3807,"['accomplishment', 'goal']",2,82,18,[],0,-1
455383,bet-dream,Medium,goal,budget=16,"['goal', 'achieve', 'accomplishment']",3,5930,"['accomplishment', 'goal']",2,228,97,[],0,-1
455383,bet-dream,Medium,goal,budget=32,"['goal', 'achieve', 'accomplishment']",3,7951,"['accomplishment', 'achieve', 'goal']",3,390,253,[],0,-1
455383,bet-dream,Medium,goal,budget=64,"['goal', 'achieve', 'accomplishment']",3,9581,"['accomplishment', 'achieve', 'goal']",3,536,616,[],0,-1
455383,bet-dream,Medium,goal,budget=128,"['goal', 'achieve', 'accomplishment']",3,10795,"['accomplishment', 'achieve', 'goal']",3,665,1269,['goal'],1,1190
455383,bet-dream,Medium,goal,budget=256,"['goal', 'achieve', 'accomplishment']",3,11557,"['accomplishment', 'achieve', 'goal']",3,742,2262,['goal'],1,432
455383,bet-dream,Medium,goal,budget=512,"['goal', 'achieve', 'accomplishment']",3,11935,"['accomplishment', 'achieve', 'goal']",3,725,3756,"['accomplishment', 'achieve', 'goal']",3,629
455383,birth-hand,Medium,OBGYN,budget=2,"['OBGYN', 'newborn', 'delivery']",3,192,"['newborn', 'delivery']",2,-1,1,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=4,"['OBGYN', 'newborn', 'delivery']",3,1837,"['newborn', 'delivery']",2,-1,3,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=8,"['OBGYN', 'newborn', 'delivery']",3,3867,"['newborn', 'delivery']",2,-1,19,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=16,"['OBGYN', 'newborn', 'delivery']",3,5944,"['newborn', 'delivery']",2,-1,92,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=32,"['OBGYN', 'newborn', 'delivery']",3,7889,"['newborn', 'delivery']",2,-1,263,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=64,"['OBGYN', 'newborn', 'delivery']",3,9592,"['newborn', 'delivery']",2,-1,633,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=128,"['OBGYN', 'newborn', 'delivery']",3,10800,"['newborn', 'delivery']",2,-1,1290,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=256,"['OBGYN', 'newborn', 'delivery']",3,11516,"['newborn', 'delivery']",2,-1,2276,[],0,-1
455383,birth-hand,Medium,OBGYN,budget=512,"['OBGYN', 'newborn', 'delivery']",3,11909,"['newborn', 'delivery']",2,-1,3697,[],0,-1
455383,bone-garage,Hard,car,budget=2,"['dog', 'car', 'skeleton']",3,183,"['dog', 'car', 'skeleton']",3,2,0,[],0,-1
455383,bone-garage,Hard,car,budget=4,"['dog', 'car', 'skeleton']",3,1842,"['dog', 'car', 'skeleton']",3,2,3,[],0,-1
455383,bone-garage,Hard,car,budget=8,"['dog', 'car', 'skeleton']",3,3867,"['dog', 'car', 'skeleton']",3,2,21,[],0,-1
455383,bone-garage,Hard,car,budget=16,"['dog', 'car', 'skeleton']",3,5930,"['dog', 'car', 'skeleton']",3,2,92,"['dog', 'car']",2,3
455383,bone-garage,Hard,car,budget=32,"['dog', 'car', 'skeleton']",3,7823,"['dog', 'car', 'skeleton']",3,2,294,"['dog', 'car']",2,3
455383,bone-garage,Hard,car,budget=64,"['dog', 'car', 'skeleton']",3,9522,"['dog', 'car', 'skeleton']",3,3,639,"['dog', 'car', 'skeleton']",3,4
455383,bone-garage,Hard,car,budget=128,"['dog', 'car', 'skeleton']",3,10800,"['dog', 'car', 'skeleton']",3,9,1288,"['dog', 'car', 'skeleton']",3,9
455383,bone-garage,Hard,car,budget=256,"['dog', 'car', 'skeleton']",3,11539,"['dog', 'car', 'skeleton']",3,16,2316,"['dog', 'car', 'skeleton']",3,18
455383,bone-garage,Hard,car,budget=512,"['dog', 'car', 'skeleton']",3,11899,"['dog', 'car', 'skeleton']",3,26,3763,"['dog', 'car', 'skeleton']",3,19
455383,boot-crust,Hard,dirty,budget=2,"['dirty', 'bottom', 'shoes']",3,161,"['shoes', 'dirty']",2,151,0,[],0,-1
455383,boot-crust,Hard,dirty,budget=4,"['dirty', 'bottom', 'shoes']",3,1622,"['bottom', 'shoes', 'dirty']",3,439,8,[],0,-1
455383,boot-crust,Hard,dirty,budget=8,"['dirty', 'bottom', 'shoes']",3,3708,"['bottom', 'shoes', 'dirty']",3,421,31,[],0,-1
455383,boot-crust,Hard,dirty,budget=16,"['dirty', 'bottom', 'shoes']",3,5812,"['bottom', 'shoes', 'dirty']",3,280,105,[],0,-1
455383,boot-crust,Hard,dirty,budget=32,"['dirty', 'bottom', 'shoes']",3,7853,"['bottom', 'shoes', 'dirty']",3,245,264,['shoes'],1,-1
455383,boot-crust,Hard,dirty,budget=64,"['dirty', 'bottom', 'shoes']",3,9534,"['bottom', 'shoes', 'dirty']",3,195,598,"['shoes', 'dirty']",2,187
455383,boot-crust,Hard,dirty,budget=128,"['dirty', 'bottom', 'shoes']",3,10786,"['bottom', 'shoes', 'dirty']",3,158,1274,"['bottom', 'shoes', 'dirty']",3,141
455383,boot-crust,Hard,dirty,budget=256,"['dirty', 'bottom', 'shoes']",3,11555,"['bottom', 'shoes', 'dirty']",3,137,2302,"['bottom', 'shoes', 'dirty']",3,136
455383,boot-crust,Hard,dirty,budget=512,"['dirty', 'bottom', 'shoes']",3,11901,"['bottom', 'shoes', 'dirty']",3,154,3754,"['bottom', 'shoes', 'dirty']",3,122
455383,bowl-sun,Medium,round,budget=2,"['warm', 'round', 'food']",3,184,"['warm', 'round', 'food']",3,12,1,['round'],1,0
455383,bowl-sun,Medium,round,budget=4,"['warm', 'round', 'food']",3,1687,"['food', 'warm', 'round']",3,12,7,"['warm', 'round']",2,6
455383,bowl-sun,Medium,round,budget=8,"['warm', 'round', 'food']",3,3629,"['food', 'warm', 'round']",3,15,33,"['warm', 'round', 'food']",3,26
455383,bowl-sun,Medium,round,budget=16,"['warm', 'round', 'food']",3,5752,"['food', 'warm', 'round']",3,24,100,"['warm', 'round', 'food']",3,86
455383,bowl-sun,Medium,round,budget=32,"['warm', 'round', 'food']",3,7797,"['food', 'warm', 'round']",3,41,265,"['food', 'warm', 'round']",3,44
455383,bowl-sun,Medium,round,budget=64,"['warm', 'round', 'food']",3,9477,"['food', 'warm', 'round']",3,67,634,"['food', 'warm', 'round']",3,73
455383,bowl-sun,Medium,round,budget=128,"['warm', 'round', 'food']",3,10813,"['food', 'warm', 'round']",3,78,1238,"['food', 'warm', 'round']",3,78
455383,bowl-sun,Medium,round,budget=256,"['warm', 'round', 'food']",3,11521,"['food', 'warm', 'round']",3,92,2252,"['food', 'warm', 'round']",3,77
455383,bowl-sun,Medium,round,budget=512,"['warm', 'round', 'food']",3,11902,"['food', 'warm', 'round']",3,94,3666,"['food', 'warm', 'round']",3,86
455383,cage-glass,Medium,oppression,budget=2,"['oppression', 'ceiling', 'locked']",3,156,['ceiling'],1,-1,0,[],0,-1
455383,cage-glass,Medium,oppression,budget=4,"['oppression', 'ceiling', 'locked']",3,1726,"['ceiling', 'locked']",2,-1,5,[],0,-1
455383,cage-glass,Medium,oppression,budget=8,"['oppression', 'ceiling', 'locked']",3,3769,"['ceiling', 'locked']",2,-1,29,[],0,-1
455383,cage-glass,Medium,oppression,budget=16,"['oppression', 'ceiling', 'locked']",3,5916,"['ceiling', 'locked', 'oppression']",3,3009,94,[],0,-1
455383,cage-glass,Medium,oppression,budget=32,"['oppression', 'ceiling', 'locked']",3,7914,"['ceiling', 'locked', 'oppression']",3,3776,264,[],0,-1
455383,cage-glass,Medium,oppression,budget=64,"['oppression', 'ceiling', 'locked']",3,9592,"['ceiling', 'locked', 'oppression']",3,5823,637,[],0,-1
455383,cage-glass,Medium,oppression,budget=128,"['oppression', 'ceiling', 'locked']",3,10791,"['ceiling', 'locked', 'oppression']",3,7153,1285,[],0,-1
455383,cage-glass,Medium,oppression,budget=256,"['oppression', 'ceiling', 'locked']",3,11553,"['ceiling', 'locked', 'oppression']",3,5720,2313,[],0,-1
455383,cage-glass,Medium,oppression,budget=512,"['oppression', 'ceiling', 'locked']",3,11896,"['ceiling', 'locked', 'oppression']",3,5922,3746,"['ceiling', 'locked']",2,-1
455383,candle-wick,Easy,ignite,budget=2,"['ignite', 'match', 'burn']",3,119,"['burn', 'match', 'ignite']",3,73,6,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=4,"['ignite', 'match', 'burn']",3,1410,"['burn', 'match', 'ignite']",3,260,13,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=8,"['ignite', 'match', 'burn']",3,3550,"['burn', 'match', 'ignite']",3,441,35,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=16,"['ignite', 'match', 'burn']",3,5822,"['burn', 'match', 'ignite']",3,1151,94,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=32,"['ignite', 'match', 'burn']",3,7869,"['burn', 'match', 'ignite']",3,2245,242,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=64,"['ignite', 'match', 'burn']",3,9509,"['burn', 'match', 'ignite']",3,3427,577,['burn'],1,-1
455383,candle-wick,Easy,ignite,budget=128,"['ignite', 'match', 'burn']",3,10771,"['burn', 'match', 'ignite']",3,4974,1256,"['burn', 'match']",2,-1
455383,candle-wick,Easy,ignite,budget=256,"['ignite', 'match', 'burn']",3,11523,"['burn', 'match', 'ignite']",3,5576,2318,"['burn', 'match']",2,-1
455383,candle-wick,Easy,ignite,budget=512,"['ignite', 'match', 'burn']",3,11898,"['burn', 'match', 'ignite']",3,6528,3759,"['burn', 'match']",2,-1
455383,cave-knight,Hard,medieval,budget=2,"['medieval', 'dark', 'men']",3,162,"['medieval', 'men', 'dark']",3,41,1,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=4,"['medieval', 'dark', 'men']",3,1798,"['medieval', 'men', 'dark']",3,54,9,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=8,"['medieval', 'dark', 'men']",3,3840,"['medieval', 'men', 'dark']",3,111,39,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=16,"['medieval', 'dark', 'men']",3,5887,"['medieval', 'men', 'dark']",3,281,95,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=32,"['medieval', 'dark', 'men']",3,7841,"['medieval', 'men', 'dark']",3,705,243,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=64,"['medieval', 'dark', 'men']",3,9547,"['medieval', 'men', 'dark']",3,1414,601,['dark'],1,-1
455383,cave-knight,Hard,medieval,budget=128,"['medieval', 'dark', 'men']",3,10772,"['medieval', 'men', 'dark']",3,2537,1234,"['men', 'dark']",2,-1
455383,cave-knight,Hard,medieval,budget=256,"['medieval', 'dark', 'men']",3,11514,"['medieval', 'men', 'dark']",3,3677,2244,"['men', 'dark']",2,-1
455383,cave-knight,Hard,medieval,budget=512,"['medieval', 'dark', 'men']",3,11900,"['medieval', 'men', 'dark']",3,4945,3731,"['men', 'dark']",2,-1
455383,chair-table,Easy,furniture,budget=2,"['furniture', 'comfortable', 'dining']",3,166,"['furniture', 'comfortable', 'dining']",3,26,4,[],0,-1
455383,chair-table,Easy,furniture,budget=4,"['furniture', 'comfortable', 'dining']",3,1573,"['furniture', 'comfortable', 'dining']",3,30,14,[],0,-1
455383,chair-table,Easy,furniture,budget=8,"['furniture', 'comfortable', 'dining']",3,3681,"['furniture', 'comfortable', 'dining']",3,48,36,[],0,-1
455383,chair-table,Easy,furniture,budget=16,"['furniture', 'comfortable', 'dining']",3,5814,"['furniture', 'comfortable', 'dining']",3,112,101,[],0,-1
455383,chair-table,Easy,furniture,budget=32,"['furniture', 'comfortable', 'dining']",3,7831,"['furniture', 'comfortable', 'dining']",3,301,260,[],0,-1
455383,chair-table,Easy,furniture,budget=64,"['furniture', 'comfortable', 'dining']",3,9520,"['furniture', 'comfortable', 'dining']",3,569,645,['comfortable'],1,-1
455383,chair-table,Easy,furniture,budget=128,"['furniture', 'comfortable', 'dining']",3,10762,"['furniture', 'comfortable', 'dining']",3,630,1265,['comfortable'],1,-1
455383,chair-table,Easy,furniture,budget=256,"['furniture', 'comfortable', 'dining']",3,11534,"['furniture', 'comfortable', 'dining']",3,888,2298,"['furniture', 'comfortable']",2,1289
455383,chair-table,Easy,furniture,budget=512,"['furniture', 'comfortable', 'dining']",3,11914,"['furniture', 'comfortable', 'dining']",3,1008,3782,"['furniture', 'comfortable', 'dining']",3,1051
455383,chapel-feet,Medium,catholic,budget=2,"['church', 'shoes', 'hurt']",3,164,"['shoes', 'church']",2,50,0,[],0,-1
455383,chapel-feet,Medium,catholic,budget=4,"['church', 'shoes', 'hurt']",3,1654,"['shoes', 'church', 'hurt']",3,36,2,[],0,-1
455383,chapel-feet,Medium,catholic,budget=8,"['church', 'shoes', 'hurt']",3,3831,"['shoes', 'church', 'hurt']",3,42,22,['church'],1,-1
455383,chapel-feet,Medium,catholic,budget=16,"['church', 'shoes', 'hurt']",3,5938,"['shoes', 'church', 'hurt']",3,119,78,"['shoes', 'church']",2,-1
455383,chapel-feet,Medium,catholic,budget=32,"['church', 'shoes', 'hurt']",3,7932,"['shoes', 'church', 'hurt']",3,260,256,"['shoes', 'church', 'hurt']",3,-1
455383,chapel-feet,Medium,catholic,budget=64,"['church', 'shoes', 'hurt']",3,9589,"['shoes', 'church', 'hurt']",3,503,599,"['shoes', 'church', 'hurt']",3,-1
455383,chapel-feet,Medium,catholic,budget=128,"['church', 'shoes', 'hurt']",3,10778,"['shoes', 'church', 'hurt']",3,900,1262,"['shoes', 'church', 'hurt']",3,-1
455383,chapel-feet,Medium,catholic,budget=256,"['church', 'shoes', 'hurt']",3,11526,"['shoes', 'church', 'hurt']",3,1103,2291,"['shoes', 'church', 'hurt']",3,1541
455383,chapel-feet,Medium,catholic,budget=512,"['church', 'shoes', 'hurt']",3,11906,"['shoes', 'church', 'hurt']",3,1394,3734,"['shoes', 'church', 'hurt']",3,1350
455383,east-short,Hard,compass,budget=2,"['small', 'compass', 'cardinal']",3,155,"['small', 'compass']",2,23,0,[],0,-1
455383,east-short,Hard,compass,budget=4,"['small', 'compass', 'cardinal']",3,1634,"['small', 'cardinal', 'compass']",3,24,4,[],0,-1
455383,east-short,Hard,compass,budget=8,"['small', 'compass', 'cardinal']",3,3750,"['small', 'cardinal', 'compass']",3,44,25,['small'],1,-1
455383,east-short,Hard,compass,budget=16,"['small', 'compass', 'cardinal']",3,5851,"['small', 'cardinal', 'compass']",3,123,99,['small'],1,-1
455383,east-short,Hard,compass,budget=32,"['small', 'compass', 'cardinal']",3,7857,"['small', 'cardinal', 'compass']",3,364,289,['small'],1,-1
455383,east-short,Hard,compass,budget=64,"['small', 'compass', 'cardinal']",3,9544,"['small', 'cardinal', 'compass']",3,761,644,['small'],1,-1
455383,east-short,Hard,compass,budget=128,"['small', 'compass', 'cardinal']",3,10770,"['small', 'cardinal', 'compass']",3,1252,1285,['small'],1,-1
455383,east-short,Hard,compass,budget=256,"['small', 'compass', 'cardinal']",3,11491,"['small', 'cardinal', 'compass']",3,1927,2269,['small'],1,-1
455383,east-short,Hard,compass,budget=512,"['small', 'compass', 'cardinal']",3,11902,"['small', 'cardinal', 'compass']",3,2401,3748,['small'],1,-1
455383,elm-rock,Medium,nature,budget=2,"['earth', 'nature', 'geology']",3,156,"['earth', 'nature', 'geology']",3,35,0,[],0,-1
455383,elm-rock,Medium,nature,budget=4,"['earth', 'nature', 'geology']",3,1629,"['earth', 'nature', 'geology']",3,27,9,[],0,-1
